*本資料庫所列數值單位均為每100 g可食部分之含量。,,,,,,,,,,,
整合編號,食品分類,樣品名稱,內容物描述,俗名,廢棄率(%),熱量(kcal),粗蛋白(g),粗脂肪(g),飽和脂肪(g),總碳水化合物(g),反式脂肪(mg)
P0100901,調味料及香辛料類,洋香菜片,前處理描述:混合均勻打碎,,,312,24.4,7.5,1.5,47.7,
P0101001,調味料及香辛料類,洋蔥粉,"前處理描述:混合均勻打碎(洋蔥,鹽等)",,,377,8.1,1.8,0.8,82.1,
P0101101,調味料及香辛料類,白胡椒粉,前處理描述:混合均勻,,,342,3.7,1.1,0.2,78.8,
P0101201,調味料及香辛料類,紅胡椒粒,前處理描述:混合均勻磨碎,,,376,5.9,13.7,2.9,59.3,
P0101301,調味料及香辛料類,黑胡椒粉,前處理描述:混合均勻,,,372,11.6,6.7,4.1,67.7,
P0101401,調味料及香辛料類,綠胡椒粒,前處理描述:混合均勻磨碎,,,379,11.3,7.3,2.8,68.4,
P0101501,調味料及香辛料類,迷迭香粉,前處理描述:混合均勻,,,432,5.9,21.9,12.3,59.8,
P0101601,調味料及香辛料類,荳蔻粉,前處理描述:混合均勻,,,448,6.7,26.2,23.1,50.6,
P0101701,調味料及香辛料類,蒜粉,前處理描述:混合均勻,,,332,18.1,0.4,0.1,71.9,
P0101801,調味料及香辛料類,辣椒粉,前處理描述:混合均勻打碎,,,387,14.7,14.1,2.9,59.1,
P0101901,調味料及香辛料類,薑黃粉,前處理描述:混合均勻,,0,358,14.6,2.7,0.8,69,0
P0102001,調味料及香辛料類,薑粉,前處理描述:混合均勻,,,333,10.4,3.6,1.4,70.5,
P0102101,調味料及香辛料類,羅勒片,前處理描述:混合均勻打碎,,,289,23.3,5.8,2.4,46.1,
P0102201,調味料及香辛料類,花椒粒,樣品狀態:乾貨; 前處理描述:混合均勻打碎,,0,359,10.3,12.5,2.1,53.6,45
P0200101,調味料及香辛料類,七味唐辛子,"前處理描述:混合均勻打碎(紅辣椒,黑芝麻,白芝麻,桔皮,羅勒,花椒等)",,,463,15.8,24.1,4.2,45.8,
P0200201,調味料及香辛料類,沙茶粉,"前處理描述:混合均勻打碎(扁魚,蒜頭,辣椒粉,椰子粉,鹽等)",,,507,15,28.8,8.7,47,
P0200301,調味料及香辛料類,豆酥,"前處理描述:混合均勻打碎(黃豆,蒜末,薑,調味料等)",,,540,30.1,38.1,6.5,19.2,
P0200401,調味料及香辛料類,咖哩粉,"前處理描述:混合均勻(胡荽,薑黃,小茴香等)",,,417,13.9,14.1,1.1,58.5,
P0200501,調味料及香辛料類,咖哩塊,"前處理描述:混合均勻打碎(咖哩粉,麵粉,油脂,鹽,糖,奶粉,調味料等)",,,515,5.6,34.5,20,45.4,
P0200601,調味料及香辛料類,油蔥酥,"前處理描述:混合均勻打碎(紅蔥頭,沙拉油等)",,,518,7.4,28.8,14.2,57.1,
P0200701,調味料及香辛料類,梅子粉,"前處理描述:混合均勻(話梅,葡萄糖,防腐劑,香辛料等)",,,286,2,3.9,0.6,60.8,
P0200801,調味料及香辛料類,椰子粉,前處理描述:混合均勻打碎,,,629,7.2,60.3,55.2,27.8,
P0200901,調味料及香辛料類,蒜頭酥,"前處理描述:混合均勻打碎(蒜頭,油,玉米粉等)",,,452,11.7,17.8,8.3,61.2,
P0201001,調味料及香辛料類,糖粉,"前處理描述:混合均勻(糖,澱粉等)",,,399,0,0.2,0,99.3,
P0201101,調味料及香辛料類,椰漿,"前處理描述:混合均勻(椰漿,水,乳化劑,重亞硫酸鉀等)",,,208,1.1,23.1,21.4,0,
P0201201,調味料及香辛料類,黃耆水,"前處理描述:取100g黃耆片,加去離子水1L,大火煮滾,轉小火煮30分鐘,取熬煮液分析",,,14,0.9,0,0,2.9,
P0201301,調味料及香辛料類,黃耆片,樣品狀態:乾貨; 前處理描述:混合均勻打碎,,,321,14.9,1.6,0.5,68.7,
P0201401,調味料及香辛料類,陳皮,樣品狀態:乾貨; 前處理描述:混合均勻打碎,,0,349,6.9,2.4,0.9,74.8,0
P0201501,調味料及香辛料類,山楂,樣品狀態:乾貨; 前處理描述:混合均勻打碎,,0,345,1.9,2.5,1,78.7,0
P0300101,調味料及香辛料類,岩鹽,前處理描述:混合均勻(喜馬拉雅山岩鹽),,,2,0,0.1,0,0.4,
P0300201,調味料及香辛料類,低鈉鹽,"前處理描述:混合均勻(氯化鉀,氯化鈉,檸檬酸鈉,乳酸鈣,磷酸三鈣,甘草酸-銨,碘酸鉀等)",,,11,0,0,,2.8,
P0400101,調味料及香辛料類,味精,前處理描述:混合均勻(L-麩酸鈉),,,251,44.5,,,18.1,
P0400201,調味料及香辛料類,高鮮味精,前處理描述:混合均勻,,,269,45,,,22.3,
P0400301,調味料及香辛料類,鮮雞精,"前處理描述:混合均勻(鹽,糖,玉米澱粉,雞肉,雞油,味精,香料等)",,,267,10.8,10.1,3.6,33.3,
P0400401,調味料及香辛料類,鰹魚粉,"前處理描述:混合均勻打碎(味素,食鹽,糖,乾燻鰹魚,鰹魚抽出物,酵母抽出物)",,0,240,21.9,1,0.6,35.8,12
P0500101,調味料及香辛料類,高湯塊(排骨),"前處理描述:混合均勻打碎(植物油,澱粉,鹽,調味料,豚骨粉,濃縮高湯,洋蔥粉等",,,363,12.5,23.9,15.4,24.5,
P0500201,調味料及香辛料類,高湯塊(雞肉),"前處理描述:混合均勻打碎(雞肉粉,雞油,濃縮蛋白質,鹽,糖,味素,植物油,香辛料等)",,,340,14.7,24.8,13.5,14.5,
P0500301,調味料及香辛料類,高湯(豬大骨),"前處理描述:混合均勻(豬肉,大骨濃縮汁,鹽,調味料等)",,,49,4.2,0.7,0.1,6.6,
P0500401,調味料及香辛料類,低脂高湯,"前處理描述:混合均勻(豬肉原汁,鹽等)",,,2,0.3,0,,0.3,
P0500501,調味料及香辛料類,素食高湯,"前處理描述:混合均勻(香菇抽出物,水,植物蛋白等)",,,17,0.3,0,,4,
P0600101,調味料及香辛料類,米醋,樣品狀態:白醋; 前處理描述:混合均勻,,,10,,,,2.4,
P0600201,調味料及香辛料類,糯米醋,樣品狀態:白醋; 前處理描述:混合均勻,,,17,0.1,0,,4.1,
P0600301,調味料及香辛料類,高梁醋,"樣品狀態:白醋; 前處理描述:混合均勻(高梁,酒精等)",,,27,,,,6.8,
P0600401,調味料及香辛料類,薏仁醋,樣品狀態:白醋; 前處理描述:混合均勻,,,13,,,,3.3,
P0600501,調味料及香辛料類,紅醋,"前處理描述:混合均勻(糯米,紅葡萄等)",紅酢,,5,0.3,0,0,0.8,
P0600601,調味料及香辛料類,香醋,"前處理描述:混合均勻(糖蜜,食鹽,味精等)",,,3,,,,0.7,
P0600701,調味料及香辛料類,烏醋,"前處理描述:混合均勻(米醋,酒,醬油,果汁,蔬菜汁,糖,鹽等)",,,37,0.5,0,,8.7,
P0600801,調味料及香辛料類,素食烏醋,"前處理描述:混合均勻(米酢,蔬菜,水果等)",,,42,,,,10.4,
P0600901,調味料及香辛料類,壽司醋,"前處理描述:混合均勻(糯米醋,糖,食鹽,調味料等)",,,181,,,,45.2,
P0700101,調味料及香辛料類,醬油,"前處理描述:混合均勻(黃豆,小麥,鹽,糖,調味料等)",,,90,7.8,,,14.7,
P0700201,調味料及香辛料類,薏仁醬油,"前處理描述:混合均勻(黃豆,薏仁等)",,,83,9.3,,,11.5,
P0700301,調味料及香辛料類,黑豆醬油,"前處理描述:混合均勻(黑豆,砂糖,食鹽等)","黑豆蔭油,蔭油",,114,7.5,0.2,0,20.6,
P0700401,調味料及香辛料類,淡色醬油,"前處理描述:混合均勻(水,黃豆,小麥,鹽,糖等)",,,78,7.1,0.4,0.1,11.5,
P0700501,調味料及香辛料類,薄鹽醬油(低鈉),"前處理描述:混合均勻(黃豆,小麥,鹽 ,糖,酒料等)",低鹽醬油,,77,7.4,,,11.9,
P0700601,調味料及香辛料類,薄鹽醬油(低鈉高鉀),"前處理描述:混合均勻(大豆,小麥等)",,,56,6.5,,,7.6,
P0700701,調味料及香辛料類,醬油膏,"前處理描述:混合均勻(黃豆,小麥,鹽 ,糖,澱粉,米等)",,,103,6.8,,,19,
P0700801,調味料及香辛料類,黑豆油膏,"前處理描述:混合均勻(黑豆,糯米,鹽,糖等)",蔭油膏,,146,7.8,0.1,0,28.6,
P0700901,調味料及香辛料類,薄鹽黑豆醬油膏,"前處理描述:混合均勻(黑豆,砂糖,食鹽,糯米等)",,,124,7.6,0.1,,23.3,
P0800101,調味料及香辛料類,味醂,"前處理描述:混合均勻(糯米,蓬萊米,米麴,釀造酢,鹽,調味料等)","米醂,米霖",,220,0.5,0,0,54.5,
P0800201,調味料及香辛料類,鮮味露,"樣品狀態:醬油(水,脫水性植物蛋白質,鹽等); 前處理描述:混合均勻",,,75,20.1,0.1,,0,
P0800301,調味料及香辛料類,蠔油,"前處理描述:混合均勻(鮮蠔提煉,食鹽,水,糖,澱粉,醬色等)",,,156,6.5,0.1,,32.2,
P0800401,調味料及香辛料類,魚露,前處理描述:混合均勻,,0,64,10.2,0.2,0.1,5.3,0
P0900101,調味料及香辛料類,紅辣椒油,"前處理描述:混合均勻(植物油,芝麻油,辣椒萃取物等)",,,899,0,99.8,16.1,0.1,
P0900201,調味料及香辛料類,香油,前處理描述:混合均勻(白芝麻油及沙拉油調合而成),,,883,,99.9,15.4,0,
P0900301,調味料及香辛料類,蝦油,"前處理描述:混合均勻(蝦露,鹽,糖等)",,,56,7.4,0.1,0,6.4,
P1000101,調味料及香辛料類,干貝醬,"前處理描述:混合均勻打碎(干貝,小卷燒,丁香,火腿,紅辣椒,糖,鹽,植物油,沙茶醬,乾蝦等)",XO醬,,558,16.7,51,9,8,
P1000201,調味料及香辛料類,牛肉醬,"前處理描述:混合均勻打碎(牛肉,大豆油,辣椒,八角粉,五香粉,糖,檸檬酸等)",,,507,17,38.9,7.1,22.2,
P1000301,調味料及香辛料類,肉燥,"前處理描述:混合均勻打碎(精肉碎,醬油,蔥乾,味精等)",,,397,9.5,38.1,14.2,4.2,
P1000401,調味料及香辛料類,素肉燥,"前處理描述:混合均勻打碎(麵粉,香菇,植物油等)",,,483,12.4,42.6,7.2,12.5,
P1000501,調味料及香辛料類,義式乳酪醬,"前處理描述:混合均勻(保久乳,乳酪,鮮奶油,麵粉,奶油,調味料,牛奶鈣等)",,,216,8.8,17,12.3,6.9,
P1000601,調味料及香辛料類,炸醬,"前處理描述:混合均勻打碎(豆瓣醬,葵花油,大豆蛋白,味素,辣椒醬,麻油,豬油抽出物等)",,,398,14.6,34.7,6,6.7,
P1000701,調味料及香辛料類,素食炸醬,"前處理描述:混合均勻打碎(豆瓣醬,葵花油,大豆蛋白,味素,辣椒醬,麻油,蠶豆醬等)",,,391,13.9,35.3,5.4,4.5,
P1000801,調味料及香辛料類,海苔醬,"前處理描述:混合均勻(海苔,海帶,醬油,鹽,糖等)",,,223,6.4,0,,49.3,
P1000901,調味料及香辛料類,麻醬,前處理描述:混合均勻,芝麻醬,,643,20.8,52.8,8.6,21.3,
P1001001,調味料及香辛料類,速食乾麵麻醬包,"前處理描述:混合均勻打碎(豬油,棕櫚油,芝麻醬,紅蔥,蒜頭,醬油,花生醬,鹽,味精,糖,維生素E等)",,,676,13.2,64,20.2,11.8,
P1001101,調味料及香辛料類,白醬,"前處理描述:混合均勻(奶粉,奶油,植物油,洋蔥,鹽,糖,味精,澱粉,起司,蒜,橄欖油,胡椒等)",,,61,1.2,3.2,1.1,6.8,
P1001201,調味料及香辛料類,青醬,"前處理描述:混合均勻(奶油,植物油,羅勒葉,鹽,糖,味精,澱粉,起司,蔬菜,橄欖油,松子泥等)",,,83,0.9,5.4,1.2,7.7,
P1001301,調味料及香辛料類,蕃茄義大利麵醬,"前處理描述:混合均勻打碎(蕃茄,橄欖,橄欖油,胡蘿蔔,芹菜,羅勒,辣椒,黑胡椒,糖,鹽,味精等)",,,70,3.2,2.5,0.4,8.9,
P1001401,調味料及香辛料類,五味醬,"前處理描述:混合均質(番茄醬,糖,薑,蒜,調味料,澱粉,香辛料,食用醋等)",,,140,1.3,0.8,0.2,31.9,
P1001501,調味料及香辛料類,牛排醬,"前處理描述:混合均勻(醬油,黑糊椒,洋蔥,酒,果汁,香辛料等)",,,130,2.5,0,0,30.1,
P1001601,調味料及香辛料類,羊肉爐醬,"前處理描述:混合均勻(豆乳,豆瓣,糖,味噌等)",,,130,7.3,7.2,1.3,8.9,
P1001701,調味料及香辛料類,沙茶醬,"前處理描述:混合均質(扁魚,蝦米,黃豆油,大蒜,蔥干,辣椒等)",,,729,10.2,71.8,13.2,10.4,
P1001801,調味料及香辛料類,素沙茶醬,"前處理描述:混合均質(小麥胚芽,胡麻粉,薑,辣椒粉,香菇汁,沙拉油,天然香辛料等)",,,670,7.6,66,11.4,11.4,
P1001901,調味料及香辛料類,黃芥茉醬,"前處理描述:混合均勻(芥茉粉,香料等)",,,74,4.1,3.7,0.2,6.2,
P1002001,調味料及香辛料類,山葵醬,"前處理描述:混合均勻(生鮮山葵,鹽,維生素E,食品添加物等)",芥茉醬,,338,1.1,5.9,1.3,70.2,
P1002101,調味料及香辛料類,金桔醬,"前處理描述:混合均勻(金桔,辣椒,糖,米酒等)",,,84,0.5,0.4,0.1,19.5,
P1002201,調味料及香辛料類,海鮮醬,"前處理描述:混合均勻(蕃薯,黃豆,蒜,栗粉,芝麻,辣椒,醋酸,鹽,糖等)",,,228,1.8,2.2,0.4,50.3,
P1002301,調味料及香辛料類,烤肉醬,"前處理描述:混合均勻(黃豆,小麥,澱粉,芝麻,醬油,辣椒醬,醋,鹽,糖,香辛料等)",,,157,5.2,0.8,0.1,32.1,
P1002401,調味料及香辛料類,排骨醬,"前處理描述:混合均勻(蕃茄,黃豆,芝麻,栗粉,蒜,鹽,糖,芝麻油,米酒,醋酸,味精,香料等)",,,221,2.3,4.4,0.8,43.1,
P1002501,調味料及香辛料類,甜辣醬,"前處理描述:混合均勻(蕃茄,辣椒,糖,鹽,香菇汁等)",,,116,1,0,,28.1,
P1002601,調味料及香辛料類,甜麵醬,"前處理描述:混合均勻(黃豆,鹽,糖,麵粉,米,香辛料等)",,,216,4.5,2.4,0.8,44,
P1002701,調味料及香辛料類,朝鮮醬,"前處理描述:混合均勻(白芝麻,薑,果汁,糖,醬油,香料等)",,,106,1.6,2.3,0.4,19.7,
P1002801,調味料及香辛料類,黑胡椒醬,前處理描述:混合均勻均質,,0,117,2.5,0.5,0.2,25.5,0
P1002901,調味料及香辛料類,日式照燒醬,"前處理描述:混合均勻(醬油,味醂,糖,麥芽糖,澱粉,己二烯酸鉀等)",,,227,3,0.5,0.1,52.6,
P1003001,調味料及香辛料類,蒜蓉醬,"前處理描述:混合均勻打碎(蒜,豆油,鹽,糖,果酸等)",,,282,4.2,20,3.1,21.2,
P1003101,調味料及香辛料類,辣蒜蓉醬,"前處理描述:混合均勻打碎(蒜,辣椒,鹽,糖,香油等)",,,78,2.3,4.2,0.8,7.8,
P1003201,調味料及香辛料類,辣椒醬,"前處理描述:混合均勻打碎(紅辣椒,鹽,糖,麻油,香油,味精等)",,,83,2.6,2.9,0.5,11.5,
P1003301,調味料及香辛料類,蔥醬,"前處理描述:混合均勻打碎(青蔥,豆醬,辣椒,蒜頭,沙拉油,白胡椒粉,糖,鹽等)",,,149,2.2,6.8,1.3,19.5,
P1003401,調味料及香辛料類,糖醋醬,"前處理描述:混合均勻(糖,蕃茄,蒜頭,鹽,香油,醋,澱粉,調味料,香辛料等)",,,131,1.9,2.6,0.4,25.1,
P1003501,調味料及香辛料類,蕃茄醬,"前處理描述:混合均勻(蕃茄,醋,糖,鹽,香辛料等)",,,114,1.6,0.1,,26.7,
P1003601,調味料及香辛料類,薑蓉醬,"前處理描述:混合均勻(老薑,植物油,檸檬酸等)",,,65,1,2.6,0.4,9.4,
P1003701,調味料及香辛料類,蘑菇醬,"前處理描述:混合均勻打碎(蘑菇片,蕃茄醬,鹽,肉骨醬,洋蔥等)",,,58,1.5,2.4,1,7.7,
P1003801,調味料及香辛料類,米豆醬,"前處理描述:混合均勻打碎(米,黃豆,糖,鹽等)",,,128,7.4,3,0.6,17.9,
P1003901,調味料及香辛料類,蒜味豆豉醬,"前處理描述:混合均勻打碎(豆豉,蒜頭,辣椒,植物油,糖,調味料等)",,,270,9.5,17,2.8,19.7,
P1004001,調味料及香辛料類,豆酥醬,"前處理描述:混合均勻打碎(黃豆,大豆油,鹽,糖,薑等)",,,671,12.2,64.5,10.9,10.4,
P1004101,調味料及香辛料類,豆瓣醬,"前處理描述:混合均勻打碎(蠶豆,黃豆,麵粉,食鹽,麻油等)",,,178,14.2,8.1,1.3,12.2,
P1004201,調味料及香辛料類,辣豆瓣醬,"前處理描述:混合均勻打碎(辣椒,黃豆,醬油,麻油,鹽,糖,調味料等)",,,100,4.5,3.3,0.5,13.1,
P1004301,調味料及香辛料類,紅麴醬,"前處理描述:混合均勻打碎(天然紅麴,精選米,蔗糖,天然海鹽等)",,,163,4.6,0.5,0.2,35,
P1004401,調味料及香辛料類,韭花醬,"前處理描述:混合均勻打碎(韭菜花,薑,鹽等)",,,29,2.1,0.3,0.1,4.5,
P1004501,調味料及香辛料類,香椿醬,"前處理描述:混合均勻打碎(香椿,香菇,糖,豆辮粒,芝麻,番茄醬,花瓜,麻油,沙拉油,胡椒粉,鹽等)",,,507,8.1,51.7,8.9,2.3,
P1004601,調味料及香辛料類,麻婆醬,"前處理描述:混合均勻(豆瓣,味噌,辣椒,薑,澱粉,香油,糖等)",,,190,2.9,9.5,1.4,23.1,
P1004701,調味料及香辛料類,蝦醬,"前處理描述:混合均勻(發酵銀蝦,鹽等)",,,99,19.6,1.7,1.1,1.3,
P1100101,調味料及香辛料類,沙拉醬,"前處理描述:混合均勻(沙拉油,雞蛋,醋,糖,鹽,香辛料等)",,,645,1.9,65.7,9.9,11.4,
P1100102,調味料及香辛料類,沙拉醬(2021年取樣),"前處理描述:混合均勻(沙拉油,雞蛋,醋,糖,鹽,香辛料等)",蛋黃醬,0,630,1.9,61.7,8.7,16.8,701
P1100201,調味料及香辛料類,無蛋沙拉醬,"前處理描述:混合均勻(植物油,大豆卵磷脂等)",,,479,1.8,44,6.9,19,
P1100202,調味料及香辛料類,無蛋沙拉醬(2021年取樣),前處理描述:混合均勻(沙拉油、釀造糯米醋、鹽、乳清蛋白等),,0,631,0.3,59.8,9.7,22.9,436
P1100301,調味料及香辛料類,千島沙拉醬,"前處理描述:混合均勻(沙拉油,糖,蕃茄醬,小黃瓜,蛋,洋蔥,醋,鹽,香辛料等)",,,515,1,49.3,7.9,16.7,
P1100401,調味料及香辛料類,和風沙拉醬,"前處理描述:混合均勻(水,糯米酢,糖,鹽,醬油,橄欖油,果汁,食品添加物,維生素E等)",,,129,2.1,1.7,0.3,26.3,0
P1100501,調味料及香辛料類,凱撒沙拉醬,"前處理描述:混合均勻均質(植物油,蛋,鹽,檸檬汁,白酒,醋,醬油,芝蔴,乾酪,大蒜,洋蔥,糖,銀魚等",,,337,1.4,29.1,4.8,17.3,
P1200101,調味料及香辛料類,味噌,"前處理描述:混合均勻(米,黃豆,鹽等)",,,215,10.6,4.5,1,33.1,
P1300101,調味料及香辛料類,法式奶酥醬,"前處理描述:混合均勻(奶油,糖,奶粉,調味料等)",,,596,6.7,46.5,20,37.6,
P1300201,調味料及香辛料類,巧克力醬(液體),"前處理描述:混合均勻(糖,水,可可粉,鹽,磷酸三鈣,食用色素等)",,,277,2,0.8,0.5,65.4,
P1300301,調味料及香辛料類,草莓果醬,"前處理描述:混合均勻打碎(草莓,糖,果膠等)",,,272,0.4,1.2,0.8,65,
P1300401,調味料及香辛料類,葡萄果醬,前處理描述:混合均勻,,,261,0,1.9,,60.9,
P1300501,調味料及香辛料類,柚子果醬,前處理描述:混合均勻均質,,0,268,0.6,0.8,0.2,64.5,0
P1300601,調味料及香辛料類,桑葚果醬,前處理描述:混合均勻,,,227,0.9,0.4,0.2,54.9,
P1300701,調味料及香辛料類,白芝麻麵包醬,"前處理描述:混合均勻打碎(白芝麻,大豆,植物油,乳化劑等)",,,685,20,60.4,12.1,15.3,
P1300801,調味料及香辛料類,黑芝麻麵包醬,"前處理描述:混合均勻(黑芝麻,植物油,鹽,黑糖,葡萄糖,乳化劑,卵磷質等)",,,667,10.6,57.4,13.3,27,
P1300901,調味料及香辛料類,花生醬,"前處理描述:混合均勻(花生,植物油等)",,,657,24,54.3,10.4,17.9,
P1301001,調味料及香辛料類,洋蔥麵包醬,"前處理描述:混合均勻(洋蔥,植物油,蛋,奶粉,澱粉,鹽,草漿,香草,檸檬酸等)",,,276,1,26.1,1.8,9.5,
P1301101,調味料及香辛料類,法式香蒜醬,"前處理描述:混合均勻(奶油,蒜,荷蘭芹,調味料等)",,,791,1.1,85.7,40.5,3.8,
P1301201,調味料及香辛料類,無糖黑芝麻醬,前處理描述:混合均勻(100%黑芝麻),,0,612,20.7,56,8.4,17.7,63
P1400101,調味料及香辛料類,液體奶精,"前處理描述:混合均勻(植物油,酪蛋白,奶粉,乳化劑,香料等)",奶精,,262,3.9,26.3,24.1,2.5,
P1400102,調味料及香辛料類,液體奶精(2021年),前處理描述:混合均勻(精緻油(椰子油、棕櫚油)、奶油、奶粉、砂糖等),奶精,0,242,2.2,24,15.5,4.2,96
P1400201,調味料及香辛料類,奶精粉,前處理描述:混合均勻(植物性脂肪),"奶精,植物性奶精",,544,2.2,33,32.3,59.5,
P1400202,調味料及香辛料類,奶精粉(2021年),前處理描述:混合均勻(葡萄糖漿、完全氫化棕櫚仁油),奶精,0,550,2.1,34.6,31.3,57.6,188
P1400301,調味料及香辛料類,奶精粉(低脂),"前處理描述:混合均勻(玉米糖漿,氫化椰子油等)","奶精,植物性奶精",,450,2.1,15.7,9.4,75.2,
P1500101,調味料及香辛料類,炸排粉,"前處理描述:混合均勻(麵包粉,小麥粉,澱粉,鹽,味精等)",,,344,11.9,1.8,0.8,70,
P1500201,調味料及香辛料類,炸雞粉,"前處理描述:混合均勻(麵粉,澱粉,糖,鹽,胡椒等)",,,333,8.3,1.7,0.6,71,
P1500301,調味料及香辛料類,蒸肉粉(五香),"前處理描述:混合均勻打碎(米,花椒,八角,香辛料,鹽,糖,味素等)",,,350,10.3,1.1,0.3,74.8,
P1500401,調味料及香辛料類,熱狗粉,"前處理描述:混合均勻(奶粉,黃豆粉,麵粉,玉米粉,調味料等)",,,355,8.4,0.9,0.2,78.4,
P1500501,調味料及香辛料類,麵包粉,"前處理描述:混合均勻打碎(麵包粉,小麥粉,酵母,起酥油,鹽,葡萄糖,vit C等)",,,370,14.4,1.5,0.3,74.6,
P1500601,調味料及香辛料類,酵母粉,前處理描述:混合均勻打碎,,,347,46.3,0,,40.4,
Q0100101,糕餅點心類,冷藏寧波年糕,"樣品狀態:冷藏真空包裝(蓬萊米,水,鹽等); 前處理描述:混合均勻打碎",,,220,3.9,0.6,0.2,49.7,
Q0100201,糕餅點心類,冷藏甜年糕,"樣品狀態:冷藏真空包裝(糯米,糖等); 前處理描述:混合均勻打碎",,,242,2.3,0.4,,57.2,
Q0100301,糕餅點心類,冷藏廣式芋頭粿,"樣品狀態:冷藏真空包裝(米,芋頭,豬肉,蝦米等); 前處理描述:混合均勻打碎",,,109,2.1,1.6,0.5,21.5,14
Q0100401,糕餅點心類,冷藏廣式蘿蔔糕,"樣品狀態:冷藏真空包裝(米,蘿蔔,豬肉,蝦米,香菇,油,蔥,火腿等); 前處理描述:混合均勻打碎",菜頭粿,,111,2.2,2.3,0.8,20.4,
Q0100501,糕餅點心類,包餡甜麻糬(紅豆),"前處理描述:混合均勻打碎(糯米,糖,紅豆餡,水飴,馬鈴薯粉等)",,,329,10,2.9,1.1,65.7,
Q0200101,糕餅點心類,鹹麻糬,前處理描述:混合均勻打碎,,,248,8.7,4.5,2.2,43.2,
Q0300101,糕餅點心類,芋仔餅,前處理描述:混合均勻打碎,,,354,4.6,12.1,5.1,56.6,
Q0300201,糕餅點心類,月餅(棗泥),前處理描述:混合均勻打碎,,,419,6,18.2,5.2,57.9,
Q0300301,糕餅點心類,綠豆凸,前處理描述:混合均勻打碎,綠豆椪,,394,6.9,15.9,6.8,55.8,103
Q0300401,糕餅點心類,蕃薯餅,前處理描述:混合均勻打碎,,,331,3.9,10.6,3.6,54.9,
Q0400101,糕餅點心類,車輪餅(紅豆),前處理描述:混合均勻打碎,,,187,2.1,1.1,0.3,42.3,
Q0400201,糕餅點心類,車輪餅(菜脯),前處理描述:混合均勻打碎,,,183,1.4,5.7,1.4,31.6,
Q0500101,糕餅點心類,太陽餅,前處理描述:混合均勻打碎,,,460,5.3,20.5,8.4,63.6,102
Q0500201,糕餅點心類,牛舌餅,前處理描述:混合均勻打碎,,,411,5.7,13.2,5.1,67.4,85
Q0500301,糕餅點心類,蛋黃芋頭酥,"樣品狀態:冷凍包裝(蛋黃,芋頭,澱粉等); 前處理描述:混合均勻打碎",,,217,3.1,3,0.7,44.2,
Q0500401,糕餅點心類,蛋黃酥,前處理描述:混合均勻打碎,,,461,11.4,26.4,12,44.5,256
Q0500501,糕餅點心類,鳳梨酥,前處理描述:混合均勻打碎,,,484,4.2,24.4,14.4,62,214
Q0500601,糕餅點心類,蘿蔔酥,前處理描述:混合均勻打碎,,,427,7.5,20.9,8.3,52.3,219
Q0600701,糕餅點心類,鳳眼糕,前處理描述:混合均勻打碎,,,379,3.8,0.8,0.3,89,0
Q0600801,糕餅點心類,米粩,前處理描述:混合均勻打碎,豬油粩,,442,2.6,13.7,4.1,76.9,126
Q0700101,糕餅點心類,可頌,前處理描述:混合均勻打碎,,,452,7.3,26.1,14.1,47.1,
Q0700201,糕餅點心類,泡芙(巧克力),"前處理描述:混合均勻打碎(麵粉,雞蛋等)",,,590,10.3,40.4,17.6,46.2,253
Q0700301,糕餅點心類,蛋塔,前處理描述:混合均勻打碎,,,376,4.1,21.7,11.5,41.1,
Q0700401,糕餅點心類,蛋塔(葡式),前處理描述:混合均勻打碎,,,375,3.7,25.8,14.7,31.9,
Q0700501,糕餅點心類,鬆餅,前處理描述:混合均勻打碎,,,257,3.2,2.6,1,55.1,
Q0800101,糕餅點心類,冷凍馬拉糕,"樣品狀態:冷凍包裝(雞蛋,麵粉,牛奶等); 前處理描述:混合均勻打碎",,,320,7.1,12.9,2.6,44,
Q0800201,糕餅點心類,銅鑼燒,"前處理描述:混合均勻打碎(麵粉,雞蛋,糖,蜂蜜,糖,油脂,紅豆餡,香料,膨脹劑,鹽等)",,,332,3.4,9.9,1.9,57.2,
Q0800301,糕餅點心類,冷凍馬蹄條,"樣品狀態:冷凍包裝(粉類,春捲皮,花生等); 前處理描述:混合均勻打碎",,,194,4.2,1.9,0.4,40.1,
Q0900101,糕餅點心類,乳酪蛋糕,"前處理描述:混合均勻打碎(雞蛋,麵粉,起司,牛奶,糖,天然果汁等)",,,296,7,21.3,13.3,19.1,458
Q0900201,糕餅點心類,海綿蛋糕(圓形),前處理描述:混合均勻打碎,,,344,5.1,18.1,3.7,40.2,
Q0900301,糕餅點心類,提拉米蘇(圓形),前處理描述:混合均勻打碎,,,328,4.4,25.1,16.3,21.1,
Q0900401,糕餅點心類,蜂蜜蛋糕(原味),"前處理描述:混合均勻打碎(蜂蜜,雞蛋,麵粉,糖等)",,,346,6.5,14.5,3.1,47.4,14
Q0900501,糕餅點心類,蜂蜜蛋糕(巧克力),"前處理描述:混合均勻打碎(雞蛋,巧克力,牛奶,麵粉,糖,植物油,調味料,膨鬆劑,乳化劑等)",,,341,6.9,15.6,3.7,43.1,0
Q0900601,糕餅點心類,蜂蜜蛋糕(起司),"前處理描述:混合均勻打碎(雞蛋,麵粉,起司,植物油,香料,膨鬆劑,乳化劑等)",,,352,7.4,18.1,5.7,39.9,80
